# BEARINGS

## FROM EA1/AT-186 - Los Gayos de la Cuerva (844 msnm) [4 pts] grid: IN63uk
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/BU-007	-127.11	51.97	145.325 MHz	139.65 km  EA1FWZ
EA1/BU-096	-111.14	68.43	144.620 MHz	56.05 km  EA2CON
EA1/CT-036	-84.37	93.76	144.560 MHz	223.69 km  EA2FHK
EA1/LR-004	-134.22	45.09	Cumbre en duda MHz	117.36 km  EA4IS
EA1/OU-001	-99.61	77.12	145.225,144.225 MHz	404.27 km  EA1FTW
EA1/PO-022	-93.17	82.26	145.350 MHz	553.54 km  EA1FMJ
EA1/SG-001	-144.04	34.63	145.300 MHz	286.08 km  EA4DON EA4DOS
EA1/SG-003	-143.9	34.84	144.540 MHz	268.98 km  EA4IPO
EA1/SG-005	-143.85	34.77	145.275,144.275 MHz	295.99 km  EA9ADD
EA1/SG-010	-142.22	36.32	145.325,144 MHz	300.72 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-143.29	35.25	144.660 MHz	310.56 km  EA4HFO EA4GVU
EA1/SO-003	176.15	-3.78	145.500 MHz	129.45 km  EA2ETB
EA1/SO-026	-167.87	11.78	144.640 MHz	208.25 km  EA7RX
EA1/ZA-002	-101.18	75.74	145.250,144.250 MHz	382.26 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-58.88	120.69	144.700 MHz	59.51 km  EA2DCA
EA2/HU-093	105.52	-72.86	144.760 MHz	204.44 km  EA4BQG
EA2/NV-003	86.83	-92.51	145.400 MHz	78.27 km  EA2EUS
EA2/NV-032	180.0	0.0	144.680 MHz	0.0 km  EA2BD
EA2/NV-035	63.32	-116.31	144.720 MHz	49.51 km  EA2FDI
EA2/NV-148	173.79	-6.18	144.575 MHz	33.58 km  EA2CCG
EA2/VI-016	-74.67	104.9	144.580 MHz	52.92 km  EA2DXY
EA2/ZG-001	175.43	-4.49	145.450 MHz	129.85 km  EA2FED EA2FEG
EA3/BC-006	104.95	-72.52	145.350,144.350 MHz	320.14 km  EA3GRW
EA3/GI-014	100.87	-76.3	144.780 MHz	350.46 km  EA3O
EA3/LL-041	105.41	-72.23	144.775 MHz	298.57 km  EA3JHJ
EA3/LL-050	113.38	-64.78	144.700 MHz	246.29 km  EA3HIG
EA3/LL-051	112.43	-65.61	145.250 MHz	260.04 km  EA3IXK
EA3/TA-012	140.48	-37.98	144.680 MHz	306.06 km  EA3HQR EA3IQK
EA4/GU-002	-147.46	31.53	145.550,144.550 MHz	235.66 km  EA4HGT
EA4/GU-014	-147.97	31.07	145.400 MHz	226.35 km  EA4HIH
EA4/GU-050	-155.08	24.19	144.740 MHz	218.25 km  EA4AWF
EA4/GU-062	-172.76	7.02	144.720 MHz	221.16 km  EA4WT
EA4/MD-002	-144.99	33.7	145.525,144.525 MHz	289.64 km  EA4NB
EA4/MD-025	-150.65	28.33	145.225 MHz	260.72 km  EA4IIJ EA4GGU
EA4/MD-052	-144.99	33.64	144.520 MHz	302.48 km  EA4HNZ
EA4/MD-054	-147.62	31.24	144.560 MHz	270.04 km  EA4GUO
EA5/AT-010	165.76	-13.31	144.640 MHz	505.1 km  EA5ITW
EA5/AT-017	160.68	-18.07	144.620 MHz	502.76 km  EA5JTS
EA5/AT-020	161.3	-17.52	144.660 MHz	492.55 km  EA5JYX
EA5/MU-021	174.89	-4.76	144.780 MHz	536.91 km  EA5PY
EA6/MA-077	126.63	-50.0	145.225,144.225 MHz	541.22 km  EA6EE EA6APL EA6LU
EA7/GR-002	-169.19	9.91	145.250,144.250 MHz	665.53 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-164.8	14.02	145.350,144.350 MHz	610.66 km  EA7OM EA7JV
EA7/MA-013	-160.82	17.52	145.475 MHz	700.63 km  EC7ZT

## FROM EA2/NV-035 - Autza (1304 msnm) [4 pts] grid: IN93gd
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-84.08	92.55	144.575 MHz	399.52 km  EA1FNT
EA1/BU-002	-123.33	55.43	145.475 MHz	179.47 km  EB2FDT
EA1/BU-004	-132.09	46.81	145.425 MHz	182.39 km  EB1ESK
EA1/BU-007	-124.02	54.7	145.325 MHz	188.56 km  EA1FWZ
EA1/BU-096	-113.36	65.83	144.620 MHz	105.44 km  EA2CON
EA1/CT-036	-89.69	88.07	144.560 MHz	266.85 km  EA2FHK
EA1/LR-004	-128.67	50.27	Cumbre en duda MHz	165.24 km  EA4IS
EA1/OU-001	-101.08	75.28	145.225,144.225 MHz	451.83 km  EA1FTW
EA1/PO-022	-94.68	80.37	145.350 MHz	599.27 km  EA1FMJ
EA1/SG-001	-139.73	38.57	145.300 MHz	330.83 km  EA4DON EA4DOS
EA1/SG-003	-139.4	38.98	144.540 MHz	313.82 km  EA4IPO
EA1/SG-005	-139.68	38.58	145.275,144.275 MHz	340.79 km  EA9ADD
EA1/SG-010	-138.31	39.86	145.325,144 MHz	346.05 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-139.34	38.83	144.660 MHz	355.52 km  EA4HFO EA4GVU
EA1/SO-003	-166.42	13.29	145.500 MHz	155.51 km  EA2ETB
EA1/SO-026	-158.34	20.94	144.640 MHz	242.36 km  EA7RX
EA1/ZA-002	-102.57	73.98	145.250,144.250 MHz	430.17 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-84.51	94.69	144.700 MHz	95.57 km  EA2DCA
EA2/HU-093	117.1	-61.64	144.760 MHz	171.02 km  EA4BQG
EA2/NV-003	118.2	-61.51	145.400 MHz	38.35 km  EA2EUS
EA2/NV-032	-116.31	63.32	144.680 MHz	49.51 km  EA2BD
EA2/NV-035	180.0	0.0	144.720 MHz	0.0 km  EA2FDI
EA2/NV-148	-143.49	36.17	144.575 MHz	68.86 km  EA2CCG
EA2/VI-016	-94.57	84.63	144.580 MHz	95.63 km  EA2DXY
EA2/ZG-001	-167.03	12.68	145.450 MHz	155.4 km  EA2FED EA2FEG
EA3/BC-006	111.94	-65.89	145.350,144.350 MHz	285.03 km  EA3GRW
EA3/GI-014	106.78	-70.76	144.780 MHz	312.67 km  EA3O
EA3/LL-041	113.0	-65.01	144.775 MHz	263.92 km  EA3JHJ
EA3/LL-050	123.78	-54.74	144.700 MHz	217.84 km  EA3HIG
EA3/LL-051	122.14	-56.27	145.250 MHz	230.69 km  EA3IXK
EA3/TA-012	150.13	-28.69	144.680 MHz	298.97 km  EA3HQR EA3IQK
EA4/GU-002	-141.89	36.73	145.550,144.550 MHz	279.34 km  EA4HGT
EA4/GU-014	-142.13	36.54	145.400 MHz	269.88 km  EA4HIH
EA4/GU-050	-147.89	31.01	144.740 MHz	258.89 km  EA4AWF
EA4/GU-062	-163.01	16.4	144.720 MHz	252.15 km  EA4WT
EA4/MD-002	-140.59	37.73	145.525,144.525 MHz	334.05 km  EA4NB
EA4/MD-025	-145.05	33.57	145.225 MHz	303.04 km  EA4IIJ EA4GGU
EA4/MD-052	-140.74	37.53	144.520 MHz	346.87 km  EA4HNZ
EA4/MD-054	-142.59	35.9	144.560 MHz	313.54 km  EA4GUO
EA5/AT-010	171.48	-7.95	144.640 MHz	518.02 km  EA5ITW
EA5/AT-017	166.55	-12.55	144.620 MHz	511.46 km  EA5JTS
EA5/AT-020	167.26	-11.9	144.660 MHz	501.82 km  EA5JYX
EA5/MU-021	179.99	-0.01	144.780 MHz	557.01 km  EA5PY
EA6/MA-077	131.86	-45.12	145.225,144.225 MHz	520.86 km  EA6EE EA6APL EA6LU
EA7/GR-002	-165.59	13.15	145.250,144.250 MHz	696.77 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-161.17	17.31	145.350,144.350 MHz	644.76 km  EA7OM EA7JV
EA7/MA-013	-157.78	20.21	145.475 MHz	736.96 km  EC7ZT

## FROM EA2/NV-148 - Ezkintza (738 msnm) [1 pts] grid: IN92ap
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-75.2	101.79	144.575 MHz	369.25 km  EA1FNT
EA1/BU-002	-112.0	67.11	145.475 MHz	117.26 km  EB2FDT
EA1/BU-004	-125.67	53.57	145.425 MHz	115.7 km  EB1ESK
EA1/BU-007	-113.84	65.22	145.325 MHz	125.75 km  EA1FWZ
EA1/BU-096	-76.72	102.82	144.620 MHz	57.44 km  EA2CON
EA1/CT-036	-76.23	101.88	144.560 MHz	232.91 km  EA2FHK
EA1/LR-004	-118.89	60.39	Cumbre en duda MHz	100.24 km  EA4IS
EA1/OU-001	-94.82	81.89	145.225,144.225 MHz	403.67 km  EA1FTW
EA1/PO-022	-89.69	85.72	145.350 MHz	556.33 km  EA1FMJ
EA1/SG-001	-139.08	39.56	145.300 MHz	262.16 km  EA4DON EA4DOS
EA1/SG-003	-138.59	40.13	144.540 MHz	245.19 km  EA4IPO
EA1/SG-005	-139.05	39.54	145.275,144.275 MHz	272.12 km  EA9ADD
EA1/SG-010	-137.37	41.14	145.325,144 MHz	277.54 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-138.69	39.82	144.660 MHz	286.89 km  EA4HFO EA4GVU
EA1/SO-003	177.01	-2.95	145.500 MHz	95.91 km  EA2ETB
EA1/SO-026	-164.41	15.21	144.640 MHz	176.69 km  EA7RX
EA1/ZA-002	-96.12	80.78	145.250,144.250 MHz	380.82 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-40.37	139.17	144.700 MHz	84.21 km  EA2DCA
EA2/HU-093	96.33	-82.08	144.760 MHz	194.52 km  EA4BQG
EA2/NV-003	63.19	-116.18	145.400 MHz	83.52 km  EA2EUS
EA2/NV-032	-6.18	173.79	144.680 MHz	33.58 km  EA2BD
EA2/NV-035	36.17	-143.49	144.720 MHz	68.86 km  EA2FDI
EA2/NV-148	180.0	0.0	144.575 MHz	0.0 km  EA2CCG
EA2/VI-016	-49.06	130.48	144.580 MHz	72.34 km  EA2DXY
EA2/ZG-001	176.03	-3.92	145.450 MHz	96.29 km  EA2FED EA2FEG
EA3/BC-006	99.18	-78.33	145.350,144.350 MHz	309.6 km  EA3GRW
EA3/GI-014	95.52	-81.69	144.780 MHz	342.11 km  EA3O
EA3/LL-041	99.22	-78.46	144.775 MHz	287.89 km  EA3JHJ
EA3/LL-050	106.17	-72.02	144.700 MHz	231.56 km  EA3HIG
EA3/LL-051	105.58	-72.49	145.250 MHz	245.72 km  EA3IXK
EA3/TA-012	136.71	-41.78	144.680 MHz	278.61 km  EA3HQR EA3IQK
EA4/GU-002	-141.7	37.26	145.550,144.550 MHz	210.52 km  EA4HGT
EA4/GU-014	-142.01	37.0	145.400 MHz	201.05 km  EA4HIH
EA4/GU-050	-149.82	29.42	144.740 MHz	190.31 km  EA4AWF
EA4/GU-062	-170.36	9.39	144.720 MHz	188.66 km  EA4WT
EA4/MD-002	-140.18	38.48	145.525,144.525 MHz	265.3 km  EA4NB
EA4/MD-025	-145.84	33.12	145.225 MHz	234.22 km  EA4IIJ EA4GGU
EA4/MD-052	-140.4	38.21	144.520 MHz	278.11 km  EA4HNZ
EA4/MD-054	-142.68	36.15	144.560 MHz	244.69 km  EA4GUO
EA5/AT-010	165.22	-13.88	144.640 MHz	471.87 km  EA5ITW
EA5/AT-017	159.79	-19.0	144.620 MHz	470.12 km  EA5JTS
EA5/AT-020	160.42	-18.42	144.660 MHz	459.83 km  EA5JYX
EA5/MU-021	174.99	-4.68	144.780 MHz	503.34 km  EA5PY
EA6/MA-077	123.95	-52.72	145.225,144.225 MHz	518.97 km  EA6EE EA6APL EA6LU
EA7/GR-002	-168.27	10.8	145.250,144.250 MHz	633.5 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-163.57	15.24	145.350,144.350 MHz	579.53 km  EA7OM EA7JV
EA7/MA-013	-159.57	18.75	145.475 MHz	670.45 km  EC7ZT

## FROM EA2/VI-016 - Ipizte (1059 msnm) [4 pts] grid: IN83qb
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-81.63	95.81	144.575 MHz	305.97 km  EA1FNT
EA1/BU-002	-149.82	29.74	145.475 MHz	106.13 km  EB2FDT
EA1/BU-004	-161.54	18.14	145.425 MHz	121.41 km  EB1ESK
EA1/BU-007	-148.88	30.64	145.325 MHz	115.3 km  EA1FWZ
EA1/BU-096	-178.34	1.65	144.620 MHz	34.22 km  EA2CON
EA1/CT-036	-87.77	90.79	144.560 MHz	171.75 km  EA2FHK
EA1/LR-004	-161.39	18.35	Cumbre en duda MHz	101.38 km  EA4IS
EA1/OU-001	-103.61	73.54	145.225,144.225 MHz	356.98 km  EA1FTW
EA1/PO-022	-95.5	80.35	145.350 MHz	503.63 km  EA1FMJ
EA1/SG-001	-154.95	24.13	145.300 MHz	271.97 km  EA4DON EA4DOS
EA1/SG-003	-155.51	23.65	144.540 MHz	255.05 km  EA4IPO
EA1/SG-005	-154.39	24.65	145.275,144.275 MHz	281.55 km  EA9ADD
EA1/SG-010	-152.53	26.43	145.325,144 MHz	284.73 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-153.31	25.64	144.660 MHz	295.4 km  EA4HFO EA4GVU
EA1/SO-003	156.93	-22.58	145.500 MHz	155.11 km  EA2ETB
EA1/SO-026	177.66	-2.27	144.640 MHz	217.7 km  EA7RX
EA1/ZA-002	-105.64	71.71	145.250,144.250 MHz	335.73 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-0.11	179.89	144.700 MHz	16.76 km  EA2DCA
EA2/HU-093	105.05	-72.9	144.760 MHz	257.36 km  EA4BQG
EA2/NV-003	93.85	-85.07	145.400 MHz	129.55 km  EA2EUS
EA2/NV-032	104.9	-74.67	144.680 MHz	52.92 km  EA2BD
EA2/NV-035	84.63	-94.57	144.720 MHz	95.63 km  EA2FDI
EA2/NV-148	130.48	-49.06	144.575 MHz	72.34 km  EA2CCG
EA2/VI-016	180.0	0.0	144.580 MHz	0.0 km  EA2DXY
EA2/ZG-001	156.4	-23.09	145.450 MHz	156.01 km  EA2FED EA2FEG
EA3/BC-006	104.57	-72.47	145.350,144.350 MHz	373.06 km  EA3GRW
EA3/GI-014	101.03	-75.72	144.780 MHz	403.24 km  EA3O
EA3/LL-041	104.97	-72.24	144.775 MHz	351.49 km  EA3JHJ
EA3/LL-050	111.53	-66.2	144.700 MHz	298.79 km  EA3HIG
EA3/LL-051	110.81	-66.81	145.250 MHz	312.63 km  EA3IXK
EA3/TA-012	135.07	-42.97	144.680 MHz	350.66 km  EA3HQR EA3IQK
EA4/GU-002	-160.82	18.58	145.550,144.550 MHz	225.73 km  EA4HGT
EA4/GU-014	-161.89	17.57	145.400 MHz	217.13 km  EA4HIH
EA4/GU-050	-169.49	10.19	144.740 MHz	215.83 km  EA4AWF
EA4/GU-062	173.91	-5.89	144.720 MHz	234.52 km  EA4WT
EA4/MD-002	-155.8	23.3	145.525,144.525 MHz	276.34 km  EA4NB
EA4/MD-025	-162.78	16.63	145.225 MHz	253.16 km  EA4IIJ EA4GGU
EA4/MD-052	-155.34	23.71	144.520 MHz	288.98 km  EA4HNZ
EA4/MD-054	-159.28	19.99	144.560 MHz	259.49 km  EA4GUO
EA5/AT-010	160.39	-18.27	144.640 MHz	533.19 km  EA5ITW
EA5/AT-017	155.59	-22.74	144.620 MHz	534.62 km  EA5JTS
EA5/AT-020	156.08	-22.32	144.660 MHz	524.0 km  EA5JYX
EA5/MU-021	169.37	-9.87	144.780 MHz	557.6 km  EA5PY
EA6/MA-077	124.34	-51.87	145.225,144.225 MHz	590.84 km  EA6EE EA6APL EA6LU
EA7/GR-002	-174.1	5.4	145.250,144.250 MHz	671.77 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-170.17	9.06	145.350,144.350 MHz	613.07 km  EA7OM EA7JV
EA7/MA-013	-165.57	13.18	145.475 MHz	699.06 km  EC7ZT

## FROM EA2/ZG-001 - Moncayo (2314 msnm) [10 pts] grid: IN91bs
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-62.33	114.63	144.575 MHz	410.48 km  EA1FNT
EA1/BU-002	-65.64	113.43	145.475 MHz	126.61 km  EB2FDT
EA1/BU-004	-74.09	105.1	145.425 MHz	104.64 km  EB1ESK
EA1/BU-007	-69.56	109.45	145.325 MHz	129.82 km  EA1FWZ
EA1/BU-096	-29.75	149.74	144.620 MHz	125.9 km  EA2CON
EA1/CT-036	-56.91	121.16	144.560 MHz	277.81 km  EA2FHK
EA1/LR-004	-63.18	116.05	Cumbre en duda MHz	105.76 km  EA4IS
EA1/OU-001	-81.32	95.36	145.225,144.225 MHz	413.59 km  EA1FTW
EA1/PO-022	-79.99	95.41	145.350 MHz	571.61 km  EA1FMJ
EA1/SG-001	-119.73	58.87	145.300 MHz	205.49 km  EA4DON EA4DOS
EA1/SG-003	-117.43	61.24	144.540 MHz	190.32 km  EA4IPO
EA1/SG-005	-120.57	57.98	145.275,144.275 MHz	214.96 km  EA9ADD
EA1/SG-010	-119.02	59.46	145.325,144 MHz	222.65 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-121.3	57.17	144.660 MHz	229.57 km  EA4HFO EA4GVU
EA1/SO-003	-80.57	99.41	145.500 MHz	1.68 km  EA2ETB
EA1/SO-026	-143.81	35.77	144.640 MHz	91.8 km  EA7RX
EA1/ZA-002	-81.77	95.1	145.250,144.250 MHz	389.27 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-20.86	158.63	144.700 MHz	171.51 km  EA2DCA
EA2/HU-093	68.27	-110.21	144.760 MHz	201.02 km  EA4BQG
EA2/NV-003	26.97	-152.47	145.400 MHz	149.96 km  EA2EUS
EA2/NV-032	-4.49	175.43	144.680 MHz	129.85 km  EA2BD
EA2/NV-035	12.68	-167.03	144.720 MHz	155.4 km  EA2FDI
EA2/NV-148	-3.92	176.03	144.575 MHz	96.29 km  EA2CCG
EA2/VI-016	-23.09	156.4	144.580 MHz	156.01 km  EA2DXY
EA2/ZG-001	180.0	0.0	145.450 MHz	0.0 km  EA2FED EA2FEG
EA3/BC-006	81.19	-96.38	145.350,144.350 MHz	302.58 km  EA3GRW
EA3/GI-014	79.36	-97.93	144.780 MHz	339.75 km  EA3O
EA3/LL-041	79.87	-97.88	144.775 MHz	281.95 km  EA3JHJ
EA3/LL-050	81.73	-96.52	144.700 MHz	218.03 km  EA3HIG
EA3/LL-051	82.62	-95.53	145.250 MHz	231.97 km  EA3IXK
EA3/TA-012	120.14	-58.42	144.680 MHz	213.03 km  EA3HQR EA3IQK
EA4/GU-002	-116.72	62.2	145.550,144.550 MHz	153.58 km  EA4HGT
EA4/GU-014	-115.52	63.45	145.400 MHz	144.57 km  EA4HIH
EA4/GU-050	-123.72	55.47	144.740 MHz	123.12 km  EA4AWF
EA4/GU-062	-156.9	22.8	144.720 MHz	97.74 km  EA4WT
EA4/MD-002	-121.34	57.28	145.525,144.525 MHz	206.82 km  EA4NB
EA4/MD-025	-125.23	53.68	145.225 MHz	169.25 km  EA4IIJ EA4GGU
EA4/MD-052	-122.68	55.88	144.520 MHz	218.66 km  EA4HNZ
EA4/MD-054	-122.39	56.39	144.560 MHz	183.68 km  EA4GUO
EA5/AT-010	162.54	-16.62	144.640 MHz	377.72 km  EA5ITW
EA5/AT-017	155.77	-23.08	144.620 MHz	378.63 km  EA5JTS
EA5/AT-020	156.45	-22.46	144.660 MHz	368.0 km  EA5JYX
EA5/MU-021	174.8	-4.93	144.780 MHz	407.07 km  EA5PY
EA6/MA-077	114.64	-62.11	145.225,144.225 MHz	466.02 km  EA6EE EA6APL EA6LU
EA7/GR-002	-165.47	13.56	145.250,144.250 MHz	541.43 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-159.6	19.16	145.350,144.350 MHz	490.43 km  EA7OM EA7JV
EA7/MA-013	-155.62	22.66	145.475 MHz	584.11 km  EC7ZT

## FROM EA3/BC-006 - El Pedró (2080 msnm) [8 pts] grid: JN02vd
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-75.26	99.22	144.575 MHz	678.05 km  EA1FNT
EA1/BU-002	-86.76	89.87	145.475 MHz	414.39 km  EB2FDT
EA1/BU-004	-90.1	86.66	145.425 MHz	400.04 km  EB1ESK
EA1/BU-007	-87.71	88.87	145.325 MHz	420.66 km  EA1FWZ
EA1/BU-096	-77.68	99.36	144.620 MHz	366.92 km  EA2CON
EA1/CT-036	-76.35	99.25	144.560 MHz	542.08 km  EA2FHK
EA1/LR-004	-87.37	89.43	Cumbre en duda MHz	393.4 km  EA4IS
EA1/OU-001	-86.27	87.97	145.225,144.225 MHz	708.04 km  EA1FTW
EA1/PO-022	-84.04	88.9	145.350 MHz	863.55 km  EA1FMJ
EA1/SG-001	-104.83	71.37	145.300 MHz	499.94 km  EA4DON EA4DOS
EA1/SG-003	-103.57	72.7	144.540 MHz	486.74 km  EA4IPO
EA1/SG-005	-105.41	70.74	145.275,144.275 MHz	508.5 km  EA9ADD
EA1/SG-010	-104.94	71.13	145.325,144 MHz	517.26 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-106.08	69.99	144.660 MHz	522.11 km  EA4HFO EA4GVU
EA1/SO-003	-96.29	81.28	145.500 MHz	304.18 km  EA2ETB
EA1/SO-026	-106.41	70.76	144.640 MHz	373.18 km  EA7RX
EA1/ZA-002	-86.78	87.65	145.250,144.250 MHz	684.33 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-70.0	107.03	144.700 MHz	377.65 km  EA2DCA
EA2/HU-093	-73.53	105.56	144.760 MHz	115.73 km  EA4BQG
EA2/NV-003	-66.86	111.25	145.400 MHz	246.94 km  EA2EUS
EA2/NV-032	-72.52	104.95	144.680 MHz	320.14 km  EA2BD
EA2/NV-035	-65.89	111.94	144.720 MHz	285.03 km  EA2FDI
EA2/NV-148	-78.33	99.18	144.575 MHz	309.6 km  EA2CCG
EA2/VI-016	-72.47	104.57	144.580 MHz	373.06 km  EA2DXY
EA2/ZG-001	-96.38	81.19	145.450 MHz	302.58 km  EA2FED EA2FEG
EA3/BC-006	180.0	0.0	145.350,144.350 MHz	0.0 km  EA3GRW
EA3/GI-014	67.26	-112.46	144.780 MHz	38.56 km  EA3O
EA3/LL-041	-78.88	100.94	144.775 MHz	21.71 km  EA3JHJ
EA3/LL-050	-97.78	81.55	144.700 MHz	84.58 km  EA3HIG
EA3/LL-051	-101.05	78.39	145.250 MHz	70.92 km  EA3IXK
EA3/TA-012	-140.76	38.29	144.680 MHz	191.45 km  EA3HQR EA3IQK
EA4/GU-002	-102.4	74.11	145.550,144.550 MHz	451.2 km  EA4HGT
EA4/GU-014	-101.77	74.78	145.400 MHz	443.0 km  EA4HIH
EA4/GU-050	-103.53	73.25	144.740 MHz	417.48 km  EA4AWF
EA4/GU-062	-109.57	67.72	144.720 MHz	363.83 km  EA4WT
EA4/MD-002	-105.52	70.7	145.525,144.525 MHz	499.93 km  EA4NB
EA4/MD-025	-105.81	70.7	145.225 MHz	460.35 km  EA4IIJ EA4GGU
EA4/MD-052	-106.38	69.78	144.520 MHz	510.26 km  EA4HNZ
EA4/MD-054	-105.26	71.12	144.560 MHz	476.61 km  EA4GUO
EA5/AT-010	-153.08	25.42	144.640 MHz	446.92 km  EA5ITW
EA5/AT-017	-157.48	21.33	144.620 MHz	416.98 km  EA5JTS
EA5/AT-020	-156.01	22.74	144.660 MHz	412.54 km  EA5JYX
EA5/MU-021	-147.5	30.44	144.780 MHz	522.14 km  EA5PY
EA6/MA-077	155.01	-24.11	145.225,144.225 MHz	270.86 km  EA6EE EA6APL EA6LU
EA7/GR-002	-140.32	36.4	145.250,144.250 MHz	717.17 km  EA7KUG EA7KNC EA7GV
EA7/JA-010	-134.74	41.69	145.350,144.350 MHz	690.48 km  EA7OM EA7JV
EA7/MA-013	-134.6	41.37	145.475 MHz	791.22 km  EC7ZT

## FROM EA3/GI-014 - Taga (2039 msnm) [8 pts] grid: JN12cg
SUMMIT REF	FORWARD	BACK	FREQUENCY	DISTANCE & ACTIVATOR(S)
EA1/AT-186	-76.86	97.32	144.575 MHz	709.03 km  EA1FNT
EA1/BU-002	-88.62	87.72	145.475 MHz	449.37 km  EB2FDT
EA1/BU-004	-91.76	84.7	145.425 MHz	435.87 km  EB1ESK
EA1/BU-007	-89.47	86.82	145.325 MHz	455.88 km  EA1FWZ
EA1/BU-096	-80.57	96.17	144.620 MHz	399.1 km  EA2CON
EA1/CT-036	-78.34	96.97	144.560 MHz	573.58 km  EA2FHK
EA1/LR-004	-89.29	87.22	Cumbre en duda MHz	428.55 km  EA4IS
EA1/OU-001	-87.3	86.64	145.225,144.225 MHz	742.76 km  EA1FTW
EA1/PO-022	-84.92	87.72	145.350 MHz	897.56 km  EA1FMJ
EA1/SG-001	-105.11	70.8	145.300 MHz	538.15 km  EA4DON EA4DOS
EA1/SG-003	-103.95	72.03	144.540 MHz	524.84 km  EA4IPO
EA1/SG-005	-105.64	70.22	145.275,144.275 MHz	546.76 km  EA9ADD
EA1/SG-010	-105.19	70.59	145.325,144 MHz	555.49 km  EA4HCF EA4HOH EA1FMQ
EA1/SG-017	-106.25	69.53	144.660 MHz	560.43 km  EA4HFO EA4GVU
EA1/SO-003	-97.83	79.45	145.500 MHz	341.33 km  EA2ETB
EA1/SO-026	-106.71	70.17	144.640 MHz	411.52 km  EA7RX
EA1/ZA-002	-87.83	86.3	145.250,144.250 MHz	719.2 km  EA1AER EA1FLU EA1FWI
EA2/BI-009	-73.4	103.34	144.700 MHz	406.81 km  EA2DCA
EA2/HU-093	-82.74	96.06	144.760 MHz	147.63 km  EA4BQG
EA2/NV-003	-72.34	105.48	145.400 MHz	275.18 km  EA2EUS
EA2/NV-032	-76.3	100.87	144.680 MHz	350.46 km  EA2BD
EA2/NV-035	-70.76	106.78	144.720 MHz	312.67 km  EA2FDI
EA2/NV-148	-81.69	95.52	144.575 MHz	342.11 km  EA2CCG
EA2/VI-016	-75.72	101.03	144.580 MHz	403.24 km  EA2DXY
EA2/ZG-001	-97.93	79.36	145.450 MHz	339.75 km  EA2FED EA2FEG
EA3/BC-006	-112.46	67.26	145.350,144.350 MHz	38.56 km  EA3GRW
EA3/GI-014	180.0	0.0	144.780 MHz	0.0 km  EA3O
EA3/LL-041	-100.39	79.15	144.775 MHz	57.87 km  EA3JHJ
EA3/LL-050	-102.16	76.87	144.700 MHz	122.24 km  EA3HIG
EA3/LL-051	-104.87	74.28	145.250 MHz	108.95 km  EA3IXK
EA3/TA-012	-135.88	42.88	144.680 MHz	226.22 km  EA3HQR EA3IQK
EA4/GU-002	-102.92	73.3	145.550,144.550 MHz	489.18 km  EA4HGT
EA4/GU-014	-102.36	73.91	145.400 MHz	480.91 km  EA4HIH
EA4/GU-050	-104.01	72.48	144.740 MHz	455.58 km  EA4AWF
EA4/GU-062	-109.59	67.42	144.720 MHz	402.33 km  EA4WT
EA4/MD-002	-105.74	70.18	145.525,144.525 MHz	538.2 km  EA4NB
EA4/MD-025	-106.05	70.17	145.225 MHz	498.64 km  EA4IIJ EA4GGU
EA4/MD-052	-106.54	69.33	144.520 MHz	548.59 km  EA4HNZ
EA4/MD-054	-105.53	70.56	144.560 MHz	514.86 km  EA4GUO
EA5/AT-010	-149.79	28.42	144.640 MHz	476.97 km  EA5ITW
EA5/AT-017	-153.7	24.83	144.620 MHz	445.19 km  EA5JTS
EA5/AT-020	-152.3	26.17	144.660 MHz	441.41 km  EA5JYX
EA5/MU-021	-144.94	32.71	144.780 MHz	554.25 km  EA5PY
